"baseData","ruleCode","file","line","column","message","rawOutputFile"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","685","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","686","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","687","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","772","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","773","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","774","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","845","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1079","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1080","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1081","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1123","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1149","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1177","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1178","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1264","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1265","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1266","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1304","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1305","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1306","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1307","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1347","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1348","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1349","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1350","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","1633","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2060","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2061","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2225","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2226","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2280","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2281","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2316","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2317","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2366","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2367","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2401","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2402","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2443","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2444","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2478","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2479","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2512","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2513","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2546","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2547","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2580","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2581","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2615","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2616","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2648","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2649","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2708","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2709","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2787","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2788","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2789","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2790","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2791","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2792","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2832","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2833","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","2937","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","3018","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","3164","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","3165","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","3166","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","3167","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","4075","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","4076","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","4138","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","Lib67C0F0E7.galaxy","4139","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SEM_UNDECLARED_FUNCTION","Lib67C0F0E7.galaxy","711","5","未声明的函数 'SoundPlay()'","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146.galaxy","139","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_LOCAL_INIT_ASSIGN","LibE0EAE146.galaxy","140","5","Galaxy 局部变量不能用 = 初始化，必须先声明再赋值","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","366","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","375","17","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","378","17","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","381","17","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","646","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","692","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","740","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","747","17","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","754","21","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","757","21","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","SYNTAX_NO_CONTINUE","LibE0EAE146.galaxy","946","13","Galaxy 不支持 continue 语句，请用 if 块包裹","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","126","5","跨库引用未定义 'libE0EAE146_tychus_InitVariables()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","127","5","跨库引用未定义 'libE0EAE146_fenix_InitVariables()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","128","5","跨库引用未定义 'libE0EAE146_mengsk_InitVariables()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_DISALLOWED_NATIVE","LibE0EAE146.galaxy","887","5","调用了不允许的 native 函数 'UnitCreate()' (不应直接调用，请用 libNtve_gf_CreateUnitsAtPoint2 包装)","01-CoreRuntime.txt"
"CoreRuntime","XLIB_DISALLOWED_NATIVE","LibE0EAE146.galaxy","1219","5","调用了不允许的 native 函数 'UnitCreate()' (不应直接调用，请用 libNtve_gf_CreateUnitsAtPoint2 包装)","01-CoreRuntime.txt"
"CoreRuntime","XLIB_DISALLOWED_NATIVE","LibE0EAE146.galaxy","1226","5","调用了不允许的 native 函数 'UnitCreate()' (不应直接调用，请用 libNtve_gf_CreateUnitsAtPoint2 包装)","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","1502","9","跨库引用未定义 'libE0EAE146_gf_KerriganCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","1885","5","跨库引用未定义 'libE0EAE146_tychus_InitTriggers()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","1886","5","跨库引用未定义 'libE0EAE146_fenix_InitTriggers()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146.galaxy","1887","5","跨库引用未定义 'libE0EAE146_mengsk_InitTriggers()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","51","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","55","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","59","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","63","9","跨库引用未定义 'libE0EAE146_gf_KerriganCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","67","9","跨库引用未定义 'libE0EAE146_gf_KerriganCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","71","9","跨库引用未定义 'libE0EAE146_gf_AbathurCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","75","9","跨库引用未定义 'libE0EAE146_gf_ZagaraCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","79","9","跨库引用未定义 'libE0EAE146_gf_AlarakCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","83","9","跨库引用未定义 'libE0EAE146_gf_FenixCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","87","9","跨库引用未定义 'libE0EAE146_gf_VorazunCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","91","9","跨库引用未定义 'libE0EAE146_gf_KaraxCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","95","9","跨库引用未定义 'libE0EAE146_gf_ArtanisCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","99","9","跨库引用未定义 'libE0EAE146_gf_ZeratulCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","205","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","209","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","213","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","217","9","跨库引用未定义 'libE0EAE146_gf_KerriganCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","221","9","跨库引用未定义 'libE0EAE146_gf_AbathurCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","225","9","跨库引用未定义 'libE0EAE146_gf_ZagaraCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","229","9","跨库引用未定义 'libE0EAE146_gf_AlarakCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","233","9","跨库引用未定义 'libE0EAE146_gf_FenixCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","237","9","跨库引用未定义 'libE0EAE146_gf_VorazunCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","241","9","跨库引用未定义 'libE0EAE146_gf_KaraxCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","245","9","跨库引用未定义 'libE0EAE146_gf_ArtanisCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","249","9","跨库引用未定义 'libE0EAE146_gf_ZeratulCreateMapStartSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","309","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","313","9","跨库引用未定义 'libE0EAE146_gf_RaynorCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","317","9","跨库引用未定义 'libE0EAE146_gf_KerriganCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","321","9","跨库引用未定义 'libE0EAE146_gf_AbathurCreateCargoSquad()'","01-CoreRuntime.txt"
"CoreRuntime","XLIB_UNDEFINED_CROSS_REF","LibE0EAE146_CommanderStartSquads.galaxy","325","9","跨库引用未定义 'libE0EAE146_gf_ZagaraCreateCargoSquad()'","01-CoreRuntime.txt"
